subject_id,subject_label,predicate_id,object_id,object_label,mapping_justification,author_id,reviewer_id,confidence,comment
mimic:50863,Alkaline Phosphatase,skos:exactMatch,omop:3035995,Alkaline phosphatase [Enzymatic activity/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50862,Albumin,skos:exactMatch,omop:3024561,Albumin [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51486,Leukocytes,skos:exactMatch,omop:3022547,Leukocytes [Presence] in Urine sediment by Light microscopy,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51491,pH,skos:exactMatch,omop:3022621,pH of Urine by Test strip,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,Duplicate of itemid 51094
mimic:51498,Specific Gravity,skos:exactMatch,omop:3000330,Specific gravity of Urine by Test strip,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51506,Urine Appearance,skos:exactMatch,omop:3007876,Appearance of Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51508,Urine Color,skos:exactMatch,omop:3027162,Color of Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51466,Blood,skos:exactMatch,omop:3051227,Blood [Presence] in Urine by Visual,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51478,Glucose,skos:exactMatch,omop:3024629,Glucose [Mass/volume] in Urine by Test strip,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51492,Protein,skos:exactMatch,omop:3005897,Protein [Mass/volume] in Urine by Test strip,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51464,Bilirubin,skos:exactMatch,omop:3018834,Bilirubin.total [Presence] in Urine by Test strip,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51484,Ketone,skos:exactMatch,omop:3023539,Ketones [Mass/volume] in Urine by Test strip,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51487,Nitrite,skos:exactMatch,omop:3021601,Nitrite [Presence] in Urine by Test strip,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51514,Urobilinogen,skos:exactMatch,omop:3037072,Urobilinogen [Mass/volume] in Urine by Test strip,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51087,Length of Urine Collection,skos:exactMatch,omop:3016750,Collection duration of Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:52033,Specimen Type,skos:exactMatch,omop:40769406,Specimen type,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50820,pH,skos:exactMatch,omop:3010421,pH of Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:52075,Absolute Neutrophil Count,skos:exactMatch,omop:3013650,Neutrophils [#/volume] in Blood by Automated count,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",1,
mimic:52073,Absolute Eosinophil Count,skos:exactMatch,omop:3028615,Eosinophils [#/volume] in Blood by Automated count,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",1,Duplicate of itemid 51199
mimic:52074,Absolute Monocyte Count,skos:exactMatch,omop:3033575,Monocytes [#/volume] in Blood by Automated count,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",1,Duplicate of itemid 51253
mimic:51133,Absolute Lymphocyte Count,skos:exactMatch,omop:3004327,Lymphocytes [#/volume] in Blood by Automated count,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",1,
mimic:52069,Absolute Basophil Count,skos:exactMatch,omop:3013429,Basophils [#/volume] in Blood by Automated count,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",1,
mimic:50821,pO2,skos:exactMatch,omop:3027315,Oxygen [Partial pressure] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50802,Base Excess,skos:exactMatch,omop:3012501,Base excess in Blood by calculation,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50804,Calculated Total CO2,skos:exactMatch,omop:3031147,"Carbon dioxide, total [Moles/volume] in Blood by calculation",HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50818,pCO2,skos:exactMatch,omop:3013290,Carbon dioxide [Partial pressure] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50813,Lactate,skos:exactMatch,omop:3047181,Lactate [Moles/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51493,RBC,skos:exactMatch,omop:3035124,Erythrocytes [#/area] in Urine sediment by Microscopy high power field,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51516,WBC,skos:exactMatch,omop:3035583,Leukocytes [#/area] in Urine sediment by Microscopy high power field,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51463,Bacteria,skos:exactMatch,omop:3025255,Bacteria [#/area] in Urine sediment by Microscopy high power field,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51476,Epithelial Cells,skos:exactMatch,omop:3010189,Epithelial cells [#/area] in Urine sediment by Microscopy high power field,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51519,Yeast,skos:exactMatch,omop:3037244,Yeast [#/area] in Urine sediment by Microscopy high power field,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50954,Lactate Dehydrogenase (LD),skos:closeMatch,omop:3016436,Lactate dehydrogenase [Enzymatic activity/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,Discouraged LOINC code
mimic:52135,Immature Granulocytes,skos:exactMatch,omop:3050479,Immature granulocytes/100 leukocytes in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51003,Troponin T,skos:exactMatch,omop:3019800,Troponin T.cardiac [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51512,Urine Mucous,skos:exactMatch,omop:3006175,Mucus [Presence] in Urine sediment by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50993,Thyroid Stimulating Hormone,skos:exactMatch,omop:3009201,Thyrotropin [Units/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50933,Green Top Hold (plasma),,,,,,,,Not a lab test
mimic:50910,Creatine Kinase (CK),skos:exactMatch,omop:3007220,Creatine kinase [Enzymatic activity/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50808,Free Calcium,skos:exactMatch,omop:3021119,Calcium.ionized [Moles/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50887,Blue Top Hold,,,,,,,,Not a lab test
mimic:51266,Platelet Smear,skos:exactMatch,omop:3033641,Platelet adequacy [Presence] in Blood by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50907,"Cholesterol, Total",skos:exactMatch,omop:3027114,Cholesterol [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51000,Triglycerides,skos:exactMatch,omop:3022192,Triglyceride [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50822,"Potassium, Whole Blood",skos:exactMatch,omop:3005456,Potassium [Moles/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50904,"Cholesterol, HDL",skos:exactMatch,omop:3007070,Cholesterol in HDL [Mass/volume] in Serum or Plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50903,Cholesterol Ratio (Total/HDL),skos:exactMatch,omop:3011163,Cholesterol.total/Cholesterol in HDL [Mass Ratio] in Serum or Plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51137,Anisocytosis,skos:exactMatch,omop:3038691,Anisocytosis [Presence] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51267,Poikilocytosis,skos:exactMatch,omop:3011368,Poikilocytosis [Presence] in Blood by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50956,Lipase,skos:exactMatch,omop:3004905,Lipase [Enzymatic activity/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50955,Light Green Top Hold,,,,,,,,Not a lab test
mimic:51246,Macrocytes,skos:exactMatch,omop:3005707,Macrocytes [Presence] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51268,Polychromasia,skos:exactMatch,omop:3011987,Polychromasia [Presence] in Blood by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51252,Microcytes,skos:exactMatch,omop:3025639,Microcytes [Presence] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50911,"Creatine Kinase, MB Isoenzyme",skos:exactMatch,omop:3005785,Creatine kinase.MB [Mass/volume] in Serum or Plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51233,Hypochromia,skos:exactMatch,omop:3021303,Hypochromia [Presence] in Blood by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50852,% Hemoglobin A1c,skos:exactMatch,omop:3004410,Hemoglobin A1c/Hemoglobin.total in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50905,"Cholesterol, LDL, Calculated",skos:exactMatch,omop:3028288,Cholesterol in LDL [Mass/volume] in Serum or Plasma by calculation,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:51144,Bands,skos:exactMatch,omop:3004809,Band form neutrophils/100 leukocytes in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50809,Glucose,skos:exactMatch,omop:3000483,Glucose [Mass/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51251,Metamyelocytes,skos:exactMatch,omop:3002179,Metamyelocytes/100 leukocytes in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51255,Myelocytes,skos:exactMatch,omop:3017181,Myelocytes/100 leukocytes in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51143,Atypical Lymphocytes,skos:exactMatch,omop:3013498,Variant lymphocytes/100 leukocytes in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51613,eAG,skos:exactMatch,omop:3005131,Glucose mean value [Mass/volume] in Blood Estimated from glycated hemoglobin,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51082,"Creatinine, Urine",skos:exactMatch,omop:3017250,Creatinine [Mass/volume] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50817,Oxygen Saturation,skos:exactMatch,omop:3013502,Oxygen saturation in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50979,Red Top Hold,,,,,,,,Not a lab test
mimic:50976,"Protein, Total",skos:exactMatch,omop:3020630,Protein [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51103,Uhold,,,,,,,,Not a lab test
mimic:50812,Intubated,,,,,,,,Not a lab test
mimic:50924,Ferritin,skos:exactMatch,omop:3001122,Ferritin [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51007,Uric Acid,skos:exactMatch,omop:3037556,Urate [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51107,"Urine tube, held",,,,,,,,Not a lab test
mimic:50930,Globulin,skos:exactMatch,omop:3021886,Globulin [Mass/volume] in Serum,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50889,C-Reactive Protein,skos:exactMatch,omop:3020460,C reactive protein [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50952,Iron,skos:exactMatch,omop:3002400,Iron [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51260,Ovalocytes,skos:exactMatch,omop:3027920,Ovalocytes [Presence] in Blood by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50824,"Sodium, Whole Blood",skos:exactMatch,omop:3000285,Sodium [Moles/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50810,"Hematocrit, Calculated",skos:exactMatch,omop:3050746,Hematocrit [Volume Fraction] of Blood by Estimated,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50811,Hemoglobin,skos:exactMatch,omop:3000963,Hemoglobin [Mass/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51214,"Fibrinogen, Functional",skos:exactMatch,omop:3016407,Fibrinogen [Mass/volume] in Platelet poor plasma by Coagulation assay,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51482,Hyaline Casts,skos:exactMatch,omop:3022509,Hyaline casts [#/area] in Urine sediment by Microscopy low power field,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50998,Transferrin,skos:exactMatch,omop:3004789,Transferrin [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50953,"Iron Binding Capacity, Total",skos:exactMatch,omop:3021044,Iron binding capacity [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51010,Vitamin B12,skos:exactMatch,omop:3000593,Cobalamin (Vitamin B12) [Mass/volume] in Serum or Plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50825,Temperature,skos:exactMatch,omop:3020891,Body temperature,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50995,"Thyroxine (T4), Free",skos:exactMatch,omop:3008598,Thyroxine (T4) free [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51009,Vancomycin,skos:exactMatch,omop:3005715,Vancomycin [Mass/volume] in Serum or Plasma,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50986,tacroFK,skos:exactMatch,omop:3026250,Tacrolimus [Mass/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51218,Granulocyte Count,skos:exactMatch,omop:3035715,Granulocytes [#/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50883,"Bilirubin, Direct",skos:exactMatch,omop:3027597,Bilirubin.direct [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51102,"Total Protein, Urine",skos:exactMatch,omop:3037121,Protein [Mass/volume] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50922,Ethanol,skos:exactMatch,omop:3025643,Ethanol [Mass/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50884,"Bilirubin, Indirect",skos:exactMatch,omop:3007359,Bilirubin.indirect [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50856,Acetaminophen,skos:exactMatch,omop:3002617,Acetaminophen [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50981,Salicylate,skos:exactMatch,omop:3000787,Salicylates [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50806,"Chloride, Whole Blood",skos:exactMatch,omop:3018572,Chloride [Moles/volume] in Blood,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50999,Tricyclic Antidepressant Screen,skos:exactMatch,omop:21494637,Tricyclic antidepressants [Presence] in Blood by Screen method,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50867,Amylase,skos:exactMatch,omop:3016771,Amylase [Enzymatic activity/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51085,"HCG, Urine, Qualitative",skos:exactMatch,omop:3018954,Choriogonadotropin (pregnancy test) [Presence] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50919,EDTA Hold,,,,,,,,Not a lab test
mimic:51092,"Opiate Screen, Urine",skos:exactMatch,omop:3015208,Opiates [Presence] in Urine by Screen method,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51079,"Cocaine, Urine",skos:exactMatch,omop:3016879,Cocaine [Presence] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51075,"Benzodiazepine Screen, Urine",skos:exactMatch,omop:3007682,Benzodiazepines [Presence] in Urine by Screen method,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51071,"Amphetamine Screen, Urine",skos:exactMatch,omop:3000144,Amphetamine [Presence] in Urine by Screen method,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51090,"Methadone, Urine",skos:exactMatch,omop:3036180,Methadone [Presence] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51074,"Barbiturate Screen, Urine",skos:exactMatch,omop:3005058,Barbiturates [Presence] in Urine by Screen method,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50853,25-OH Vitamin D,skos:exactMatch,omop:3020149,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51099,Protein/Creatinine Ratio,skos:exactMatch,omop:3001582,Protein/Creatinine [Mass Ratio] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51296,Teardrop Cells,skos:exactMatch,omop:3000456,Dacrocytes [Presence] in Blood by Light microscopy,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50880,Benzodiazepine Screen,skos:exactMatch,omop:3031951,Benzodiazepines [Presence] in Blood,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50879,Barbiturate Screen,skos:exactMatch,omop:3003132,"Barbiturates [Presence] in Serum, Plasma or Blood",HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
mimic:50816,Oxygen,skos:exactMatch,omop:3020716,Inhaled oxygen concentration,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51257,Nucleated Red Cells,skos:exactMatch,omop:40761514,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",1,
mimic:50963,NTproBNP,skos:exactMatch,omop:3029187,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51100,"Sodium, Urine",skos:exactMatch,omop:3003181,Sodium [Moles/volume] in Urine,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:51501,Transitional Epithelial Cells,skos:exactMatch,omop:3035851,Transitional cells [#/area] in Urine sediment by Microscopy high power field,HumanCurated,,"orcid:0000-0001-8822-1884,0000-0002-9348-9284",,
mimic:50941,Hepatitis B Surface Antigen,skos:exactMatch,omop:3019510,Hepatitis B virus surface Ag [Presence] in Serum or Plasma by Immunoassay,HumanCurated,orcid:0000-0001-8822-1884,orcid:0000-0002-9348-9284,,
